frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz
283, 0, 9.400, 0.98, 1, 20.0, -31.9, 479.0, 0.032, 0.068, 0.008
284, 0, 9.433, 0.98, 1, 16.2, -31.3, 477.5, 0.037, 0.093, 0.008
285, 0, 9.467, 0.88, 1, 14.6, -30.4, 474.2, 0.060, 0.112, 0.007
286, 0, 9.500, 0.88, 1, 13.4, -30.2, 477.9, 0.057, 0.098, -0.005
287, 0, 9.533, 0.88, 1, 12.2, -29.2, 476.4, 0.064, 0.096, -0.018
288, 0, 9.567, 0.88, 1, 9.2, -27.1, 477.0, 0.071, 0.104, -0.041
289, 0, 9.600, 0.88, 1, 6.7, -25.6, 471.8, 0.044, 0.089, -0.050
290, 0, 9.633, 0.88, 1, 6.1, -25.2, 477.0, 0.041, 0.103, -0.053
291, 0, 9.667, 0.88, 1, 5.8, -24.9, 474.2, 0.043, 0.099, -0.058
292, 0, 9.700, 0.88, 1, 5.6, -24.2, 473.1, 0.064, 0.099, -0.063
293, 0, 9.733, 0.88, 1, 5.7, -23.7, 474.2, 0.081, 0.098, -0.067
294, 0, 9.767, 0.88, 1, 5.7, -23.2, 474.8, 0.085, 0.098, -0.072
295, 0, 9.800, 0.88, 1, 5.7, -23.0, 474.5, 0.084, 0.095, -0.072
296, 0, 9.833, 0.88, 1, 5.9, -23.1, 474.9, 0.084, 0.093, -0.075
297, 0, 9.867, 0.98, 1, 6.0, -22.9, 479.2, 0.073, 0.080, -0.060
298, 0, 9.900, 0.98, 1, 6.1, -22.9, 478.8, 0.073, 0.077, -0.056
299, 0, 9.933, 0.98, 1, 6.3, -22.7, 478.3, 0.066, 0.066, -0.052
300, 0, 9.967, 0.98, 1, 6.5, -22.7, 478.8, 0.065, 0.067, -0.050
301, 0, 10.000, 0.98, 1, 8.9, -22.6, 475.8, 0.057, 0.039, -0.044
302, 0, 10.033, 0.98, 1, 11.8, -22.6, 475.6, 0.047, 0.046, -0.040
303, 0, 10.067, 0.98, 1, 13.7, -22.7, 476.5, 0.061, 0.051, -0.033
304, 0, 10.100, 0.98, 1, 15.3, -24.4, 479.0, 0.043, 0.050, -0.020
305, 0, 10.133, 0.98, 1, 16.3, -25.3, 481.6, 0.030, 0.048, 0.000
306, 0, 10.167, 0.98, 1, 16.1, -25.4, 482.6, 0.032, 0.049, 0.006
307, 0, 10.200, 0.98, 1, 15.9, -25.7, 483.1, 0.040, 0.048, 0.007
308, 0, 10.233, 0.98, 1, 15.7, -25.7, 482.6, 0.046, 0.051, 0.006
309, 0, 10.267, 0.98, 1, 15.6, -25.8, 483.3, 0.051, 0.050, 0.007
310, 0, 10.300, 0.98, 1, 14.6, -25.5, 479.0, 0.056, 0.047, 0.001
311, 0, 10.333, 0.98, 1, 14.0, -25.7, 479.8, 0.041, 0.043, -0.001
312, 0, 10.367, 0.98, 1, 13.3, -26.2, 479.4, 0.051, 0.059, -0.010
313, 0, 10.400, 0.98, 1, 11.9, -27.1, 480.3, 0.031, 0.070, -0.012
314, 0, 10.433, 0.98, 1, 11.1, -27.5, 480.2, 0.026, 0.076, -0.014
315, 0, 10.467, 0.98, 1, 10.5, -28.0, 479.0, 0.018, 0.075, -0.014
316, 0, 10.500, 0.98, 1, 9.8, -28.2, 474.3, 0.016, 0.071, -0.022
317, 0, 10.533, 0.98, 1, 9.7, -28.6, 472.0, 0.021, 0.069, -0.032
318, 0, 10.567, 0.98, 1, 8.6, -28.8, 472.7, 0.016, 0.094, -0.033
319, 0, 10.600, 0.98, 1, 8.1, -28.7, 470.8, 0.014, 0.076, -0.033
320, 0, 10.633, 0.98, 1, 6.4, -27.7, 470.1, 0.024, 0.091, -0.041
321, 0, 10.667, 0.98, 1, 3.1, -26.4, 473.5, 0.041, 0.094, -0.018
322, 0, 10.700, 0.98, 1, 2.1, -26.1, 472.4, 0.049, 0.095, -0.007
323, 0, 10.733, 0.98, 1, 1.7, -26.1, 473.4, 0.050, 0.096, -0.006
324, 0, 10.767, 0.98, 1, 0.9, -26.3, 473.3, 0.049, 0.082, 0.004
325, 0, 10.800, 0.98, 1, -0.1, -26.7, 477.0, 0.052, 0.102, 0.006
326, 0, 10.833, 0.98, 1, -0.6, -26.6, 472.7, 0.047, 0.090, 0.013
327, 0, 10.867, 0.98, 1, -1.1, -27.0, 476.5, 0.045, 0.092, 0.014
328, 0, 10.900, 0.98, 1, -1.6, -27.2, 478.7, 0.042, 0.086, 0.022
329, 0, 10.933, 0.98, 1, -2.9, -27.3, 477.8, 0.049, 0.066, 0.014
330, 0, 10.967, 0.98, 1, -3.7, -27.5, 475.7, 0.046, 0.067, 0.012
331, 0, 11.000, 0.98, 1, -3.8, -27.1, 471.4, 0.035, 0.075, 0.009
332, 0, 11.033, 0.98, 1, -4.6, -26.6, 471.2, 0.045, 0.083, 0.011
333, 0, 11.067, 0.98, 1, -4.6, -26.6, 469.9, 0.049, 0.073, 0.007
334, 0, 11.100, 0.98, 1, -4.6, -26.3, 468.6, 0.052, 0.063, 0.006
335, 0, 11.133, 0.98, 1, -4.6, -26.2, 468.7, 0.046, 0.057, 0.006
336, 0, 11.167, 0.98, 1, -4.4, -26.2, 468.8, 0.046, 0.043, 0.003
337, 0, 11.200, 0.98, 1, -3.6, -26.4, 471.5, 0.046, 0.029, 0.004
338, 0, 11.233, 0.98, 1, -2.7, -26.5, 468.7, 0.045, 0.019, 0.005
339, 0, 11.267, 0.98, 1, -1.1, -26.8, 469.5, 0.022, -0.001, 0.003
340, 0, 11.300, 0.98, 1, -0.5, -27.8, 471.6, 0.013, 0.013, 0.003
341, 0, 11.333, 0.98, 1, 0.5, -28.3, 467.6, 0.002, 0.019, 0.011
342, 0, 11.367, 0.98, 1, 1.0, -28.9, 467.1, -0.014, 0.031, 0.019
343, 0, 11.400, 0.98, 1, 1.1, -29.2, 466.7, -0.003, 0.035, 0.021
344, 0, 11.433, 0.98, 1, 1.3, -29.5, 469.5, 0.001, 0.044, 0.020
345, 0, 11.467, 0.98, 1, 1.5, -29.9, 472.9, 0.002, 0.053, 0.018
346, 0, 11.500, 0.98, 1, 2.2, -30.0, 470.5, 0.011, 0.054, 0.022
347, 0, 11.533, 0.98, 1, 2.6, -30.1, 469.7, 0.011, 0.054, 0.017
348, 0, 11.567, 0.98, 1, 2.9, -30.3, 468.4, 0.010, 0.045, 0.014
349, 0, 11.600, 0.98, 1, 3.0, -30.4, 468.4, 0.013, 0.045, 0.019
350, 0, 11.633, 0.98, 1, 3.3, -31.1, 469.4, -0.007, 0.058, 0.018
351, 0, 11.667, 0.98, 1, 3.6, -30.9, 467.0, -0.001, 0.066, 0.008
352, 0, 11.700, 0.98, 1, 3.7, -30.9, 465.4, -0.006, 0.069, 0.003
353, 0, 11.733, 0.98, 1, 4.4, -31.4, 467.1, 0.002, 0.065, -0.011
354, 0, 11.767, 0.98, 1, 4.8, -31.8, 471.5, -0.003, 0.070, -0.018
355, 0, 11.800, 0.98, 1, 4.9, -32.0, 471.0, -0.004, 0.071, -0.024
356, 0, 11.833, 0.98, 1, 4.6, -33.0, 474.7, -0.018, 0.094, -0.038
357, 0, 11.867, 0.98, 1, 4.5, -33.9, 476.9, -0.045, 0.090, -0.045
358, 0, 11.900, 0.98, 1, 4.4, -34.9, 479.6, -0.063, 0.102, -0.050
359, 0, 11.933, 0.88, 1, 3.6, -34.8, 477.5, -0.071, 0.119, -0.049
360, 0, 11.967, 0.98, 1, 2.5, -35.9, 478.1, -0.086, 0.142, -0.059
361, 0, 12.000, 0.98, 1, 2.0, -37.0, 485.0, -0.102, 0.117, -0.070
362, 0, 12.033, 0.88, 1, 1.6, -37.2, 483.0, -0.116, 0.115, -0.068
363, 0, 12.067, 0.98, 1, 1.5, -38.1, 486.5, -0.117, 0.119, -0.068
364, 0, 12.100, 0.98, 1, 1.5, -38.6, 487.5, -0.114, 0.118, -0.063
365, 0, 12.133, 0.98, 1, 1.4, -38.5, 485.5, -0.098, 0.114, -0.064
366, 0, 12.167, 0.98, 1, 1.3, -38.2, 485.1, -0.092, 0.115, -0.061
367, 0, 12.200, 0.98, 1, -0.0, -38.2, 481.5, -0.086, 0.126, -0.051
368, 0, 12.233, 0.98, 1, -0.6, -38.5, 485.5, -0.063, 0.136, -0.043
369, 0, 12.267, 0.98, 1, -2.7, -38.6, 488.9, -0.047, 0.155, -0.039
370, 0, 12.300, 0.98, 1, -5.3, -38.7, 491.2, -0.023, 0.166, -0.019
371, 0, 12.333, 0.98, 1, -6.7, -39.7, 499.0, -0.008, 0.174, -0.008
372, 0, 12.367, 0.98, 1, -8.3, -39.7, 500.9, 0.022, 0.175, -0.011
373, 0, 12.400, 0.98, 1, -9.5, -39.4, 502.4, 0.022, 0.180, -0.016
374, 0, 12.433, 0.98, 1, -10.7, -38.9, 504.7, 0.048, 0.198, -0.012
375, 0, 12.467, 0.98, 1, -11.7, -37.9, 503.5, 0.043, 0.190, -0.017
376, 0, 12.500, 0.98, 1, -12.1, -37.2, 502.4, 0.038, 0.194, -0.016
377, 0, 12.533, 0.98, 1, -11.7, -36.8, 503.9, 0.034, 0.163, -0.030
378, 0, 12.567, 0.98, 1, -10.3, -35.8, 502.3, 0.057, 0.127, -0.040
379, 0, 12.600, 0.88, 1, -8.9, -34.5, 498.2, 0.049, 0.135, -0.040
380, 0, 12.633, 0.88, 1, -7.2, -33.8, 491.4, 0.037, 0.112, -0.043
381, 0, 12.667, 0.88, 1, -5.1, -34.1, 496.8, 0.022, 0.088, -0.040
382, 0, 12.700, 0.88, 1, -1.8, -33.8, 493.0, 0.012, 0.056, -0.040
383, 0, 12.733, 0.88, 1, 0.8, -33.1, 484.5, 0.001, 0.054, -0.044
384, 0, 12.767, 0.98, 1, 2.5, -32.9, 481.9, -0.008, 0.054, -0.044
385, 0, 12.800, 0.98, 1, 3.5, -32.5, 477.9, -0.014, 0.062, -0.038
386, 0, 12.833, 0.98, 1, 4.8, -32.1, 476.5, -0.015, 0.065, -0.038
387, 0, 12.867, 0.98, 1, 5.7, -32.1, 477.0, -0.031, 0.064, -0.042
388, 0, 12.900, 0.98, 1, 6.3, -32.2, 478.5, -0.040, 0.058, -0.041
389, 0, 12.933, 0.98, 1, 6.6, -32.0, 476.6, -0.029, 0.058, -0.043
390, 0, 12.967, 0.98, 1, 6.9, -32.0, 476.8, -0.030, 0.072, -0.044
391, 0, 13.000, 0.98, 1, 7.2, -32.0, 477.4, -0.036, 0.056, -0.043
392, 0, 13.033, 0.98, 1, 7.3, -31.9, 476.4, -0.028, 0.049, -0.043
393, 0, 13.067, 0.98, 1, 7.7, -31.6, 473.7, -0.037, 0.049, -0.039
394, 0, 13.100, 0.98, 1, 8.0, -31.4, 472.1, -0.041, 0.051, -0.038
395, 0, 13.133, 0.98, 1, 8.7, -31.3, 472.0, -0.044, 0.052, -0.035
396, 0, 13.167, 0.98, 1, -94.8, -111.1, 655.8, 0.091, -0.077, -0.014
397, 0, 13.200, 0.98, 1, -92.7, -111.3, 651.8, 0.068, -0.087, -0.011
398, 0, 13.233, 0.98, 1, -91.7, -111.8, 650.5, 0.040, -0.093, -0.011
399, 0, 13.267, 0.98, 1, -91.0, -112.0, 650.2, 0.041, -0.095, -0.006
400, 0, 13.300, 0.98, 1, -90.7, -112.2, 651.1, 0.060, -0.102, 0.001
401, 0, 13.333, 0.98, 1, -90.7, -113.2, 652.8, 0.054, -0.107, -0.006
402, 0, 13.367, 0.98, 1, -90.5, -114.3, 653.6, 0.046, -0.108, -0.010
403, 0, 13.400, 0.98, 1, -91.0, -115.9, 657.4, 0.047, -0.109, -0.010
404, 0, 13.433, 0.93, 1, -91.0, -116.4, 657.8, 0.032, -0.113, -0.011
405, 0, 13.467, 0.98, 1, -91.2, -116.8, 658.8, 0.035, -0.112, -0.012
406, 0, 13.500, 0.93, 1, -91.7, -116.8, 658.6, 0.031, -0.095, -0.008
407, 0, 13.533, 0.93, 1, -91.8, -116.9, 658.3, 0.032, -0.096, -0.002
408, 0, 13.567, 0.93, 1, -91.9, -116.8, 657.5, 0.028, -0.089, -0.002
409, 0, 13.600, 0.98, 1, -91.6, -116.5, 654.6, 0.028, -0.087, 0.003
410, 0, 13.633, 0.98, 1, -91.5, -116.5, 652.5, 0.019, -0.082, 0.007
411, 0, 13.667, 0.98, 1, -91.8, -116.8, 652.3, 0.007, -0.078, 0.012
412, 0, 13.700, 0.98, 1, -92.0, -117.4, 653.4, 0.003, -0.077, 0.018
413, 0, 13.733, 0.98, 1, -92.0, -117.6, 652.6, 0.001, -0.077, 0.015
414, 0, 13.767, 0.98, 1, -92.4, -118.3, 654.7, -0.006, -0.072, 0.015
415, 0, 13.800, 0.98, 1, -92.2, -118.2, 654.1, -0.006, -0.072, 0.014
416, 0, 13.833, 0.98, 1, -92.0, -118.6, 655.2, -0.012, -0.080, 0.012
417, 0, 13.867, 0.98, 1, -91.6, -118.4, 655.0, -0.010, -0.087, 0.010
418, 0, 13.900, 0.98, 1, -91.4, -118.6, 656.7, -0.010, -0.091, 0.010
419, 0, 13.933, 0.98, 1, -90.5, -118.5, 656.3, -0.009, -0.107, 0.005
420, 0, 13.967, 0.93, 1, -90.0, -118.9, 656.6, -0.011, -0.108, 0.004
421, 0, 14.000, 0.93, 1, -89.3, -119.4, 656.8, -0.024, -0.115, 0.002
422, 0, 14.033, 0.93, 1, -88.7, -120.9, 659.1, -0.048, -0.128, -0.001
423, 0, 14.067, 0.93, 1, -87.9, -122.7, 661.0, -0.068, -0.135, -0.003
424, 0, 14.100, 0.93, 1, -86.7, -123.4, 659.3, -0.083, -0.145, -0.009
425, 0, 14.133, 0.93, 1, -85.4, -124.4, 658.8, -0.094, -0.153, -0.006
426, 0, 14.167, 0.93, 1, -84.2, -125.0, 658.0, -0.103, -0.163, -0.007
427, 0, 14.200, 0.93, 1, -83.4, -125.7, 659.7, -0.108, -0.171, -0.008
428, 0, 14.233, 0.93, 1, -82.5, -125.6, 658.7, -0.109, -0.173, -0.008
429, 0, 14.267, 0.93, 1, -81.5, -125.0, 657.0, -0.103, -0.173, -0.005
430, 0, 14.300, 0.93, 1, -81.4, -125.6, 661.1, -0.087, -0.176, -0.004
431, 0, 14.333, 0.93, 1, -80.8, -125.0, 659.7, -0.068, -0.172, -0.004
432, 0, 14.367, 0.88, 1, -80.2, -124.4, 658.6, -0.053, -0.177, -0.008
433, 0, 14.400, 0.93, 1, -80.0, -124.4, 659.1, -0.049, -0.177, -0.010
434, 0, 14.433, 0.93, 1, -79.8, -124.5, 661.1, -0.052, -0.172, -0.008
435, 0, 14.467, 0.93, 1, -79.6, -124.5, 660.8, -0.048, -0.168, -0.011
436, 0, 14.500, 0.93, 1, -79.1, -124.5, 661.1, -0.032, -0.179, -0.014
437, 0, 14.533, 0.93, 1, -79.1, -124.5, 661.1, -0.024, -0.176, -0.016
438, 0, 14.567, 0.93, 1, -79.1, -124.5, 661.5, -0.018, -0.171, -0.014
439, 0, 14.600, 0.93, 1, -79.3, -124.4, 662.2, -0.017, -0.170, -0.014
440, 0, 14.633, 0.93, 1, -79.8, -124.5, 664.3, -0.021, -0.167, -0.010
441, 0, 14.667, 0.93, 1, -80.4, -124.3, 666.1, -0.012, -0.161, -0.008
442, 0, 14.700, 0.93, 1, -80.4, -124.0, 665.9, -0.011, -0.162, -0.007
443, 0, 14.733, 0.93, 1, -80.5, -123.0, 664.8, 0.002, -0.155, -0.003
444, 0, 14.767, 0.93, 1, -80.3, -121.7, 661.8, 0.007, -0.152, -0.002
445, 0, 14.800, 0.93, 1, -80.0, -120.5, 658.8, 0.006, -0.150, -0.002
446, 0, 14.833, 0.93, 1, -80.3, -120.2, 659.2, 0.008, -0.151, 0.002
447, 0, 14.867, 0.98, 1, -80.3, -119.3, 657.8, 0.006, -0.148, 0.003
448, 0, 14.900, 0.98, 1, -80.7, -119.1, 658.4, 0.010, -0.153, 0.008
449, 0, 14.933, 0.98, 1, -81.1, -118.8, 658.3, 0.011, -0.158, 0.004
450, 0, 14.967, 0.98, 1, -81.6, -118.8, 658.6, 0.014, -0.150, 0.008
451, 0, 15.000, 0.98, 1, -82.4, -119.1, 659.8, 0.014, -0.139, 0.004
452, 0, 15.033, 0.98, 1, -83.3, -119.5, 663.5, 0.018, -0.140, 0.008
453, 0, 15.067, 0.98, 1, -83.6, -119.3, 663.1, 0.023, -0.137, 0.011
454, 0, 15.100, 0.98, 1, -84.5, -118.9, 663.4, 0.034, -0.131, 0.009
455, 0, 15.133, 0.98, 1, -84.4, -117.7, 659.5, 0.037, -0.121, 0.010
456, 0, 15.167, 0.98, 1, -85.1, -117.5, 660.4, 0.040, -0.122, 0.007
457, 0, 15.200, 0.98, 1, -85.3, -116.9, 659.1, 0.047, -0.113, 0.012
458, 0, 15.233, 0.98, 1, -85.9, -116.7, 659.7, 0.048, -0.118, 0.009
459, 0, 15.267, 0.98, 1, -85.9, -116.1, 658.7, 0.046, -0.123, 0.010
460, 0, 15.300, 0.98, 1, -86.2, -115.2, 656.8, 0.050, -0.116, 0.010
461, 0, 15.333, 0.98, 1, -86.1, -114.9, 656.4, 0.048, -0.116, 0.008
462, 0, 15.367, 0.98, 1, -86.4, -114.7, 657.4, 0.056, -0.114, 0.011
463, 0, 15.400, 0.98, 1, -86.6, -114.6, 657.5, 0.053, -0.109, 0.011
464, 0, 15.433, 0.98, 1, -86.9, -114.7, 659.2, 0.053, -0.110, 0.013
465, 0, 15.467, 0.98, 1, -86.9, -114.2, 658.3, 0.047, -0.122, 0.013
466, 0, 15.500, 0.98, 1, -86.5, -113.4, 655.4, 0.054, -0.117, 0.012
467, 0, 15.533, 0.98, 1, -86.5, -113.2, 654.7, 0.061, -0.114, 0.012
468, 0, 15.567, 0.98, 1, -86.3, -112.7, 652.9, 0.067, -0.119, 0.008
469, 0, 15.600, 0.98, 1, -86.2, -112.7, 652.7, 0.068, -0.118, 0.006
470, 0, 15.633, 0.98, 1, -86.2, -112.8, 653.4, 0.074, -0.117, 0.006
471, 0, 15.667, 0.98, 1, -86.3, -112.7, 653.6, 0.075, -0.120, 0.005
472, 0, 15.700, 0.98, 1, -86.6, -112.7, 654.6, 0.075, -0.121, 0.002
473, 0, 15.733, 0.98, 1, -86.8, -112.5, 654.7, 0.080, -0.117, 0.004
474, 0, 15.767, 0.98, 1, -87.0, -112.3, 655.7, 0.091, -0.116, 0.004
475, 0, 15.800, 0.98, 1, -87.4, -112.2, 658.2, 0.086, -0.118, 0.000
476, 0, 15.833, 0.98, 1, -87.8, -111.7, 658.7, 0.091, -0.113, -0.002
477, 0, 15.867, 0.98, 1, -87.9, -111.4, 658.7, 0.092, -0.115, -0.004
478, 0, 15.900, 0.98, 1, -88.1, -111.5, 659.8, 0.095, -0.117, -0.008
479, 0, 15.933, 0.98, 1, -88.5, -111.2, 660.2, 0.090, -0.115, -0.006
480, 0, 15.967, 0.98, 1, -88.8, -111.3, 662.1, 0.100, -0.120, -0.006
481, 0, 16.000, 0.98, 1, -89.0, -111.2, 662.7, 0.104, -0.119, -0.005
482, 0, 16.033, 0.98, 1, -89.0, -110.8, 662.5, 0.104, -0.123, -0.006
483, 0, 16.067, 0.98, 1, -89.3, -110.2, 663.1, 0.108, -0.120, -0.005
484, 0, 16.100, 0.98, 1, -89.5, -109.8, 663.5, 0.115, -0.117, -0.006
485, 0, 16.133, 0.98, 1, -89.8, -109.2, 663.5, 0.130, -0.114, -0.003
486, 0, 16.167, 0.98, 1, -90.4, -108.4, 664.7, 0.141, -0.113, -0.003
487, 0, 16.200, 0.98, 1, -90.6, -107.9, 665.2, 0.153, -0.110, -0.003
488, 0, 16.233, 0.98, 1, -91.0, -107.2, 665.4, 0.160, -0.110, -0.005
489, 0, 16.267, 0.98, 1, -91.5, -107.0, 667.0, 0.174, -0.102, -0.002
490, 0, 16.300, 0.98, 1, -91.2, -106.6, 665.6, 0.176, -0.103, -0.008
491, 0, 16.333, 0.98, 1, -91.4, -106.6, 666.4, 0.176, -0.102, -0.008
492, 0, 16.367, 0.98, 1, -91.5, -106.5, 667.3, 0.171, -0.108, -0.012
493, 0, 16.400, 0.98, 1, -91.6, -106.4, 667.7, 0.168, -0.106, -0.012
494, 0, 16.433, 0.98, 1, -91.6, -106.2, 667.4, 0.161, -0.106, -0.011
495, 0, 16.467, 0.98, 1, -91.4, -105.8, 665.8, 0.160, -0.103, -0.009
496, 0, 16.500, 0.98, 1, -91.2, -105.7, 665.8, 0.161, -0.104, -0.010
497, 0, 16.533, 0.98, 1, -91.0, -105.7, 665.9, 0.161, -0.105, -0.010
498, 0, 16.567, 0.98, 1, -90.8, -105.9, 666.2, 0.157, -0.107, -0.012
499, 0, 16.600, 0.98, 1, -90.6, -105.8, 665.2, 0.159, -0.108, -0.013
500, 0, 16.633, 0.98, 1, -90.4, -105.8, 664.6, 0.158, -0.110, -0.012
501, 0, 16.667, 0.98, 1, -90.1, -105.4, 663.1, 0.153, -0.109, -0.013
502, 0, 16.700, 0.98, 1, -89.8, -105.2, 662.4, 0.160, -0.107, -0.011
503, 0, 16.733, 0.98, 1, -89.8, -105.2, 662.1, 0.160, -0.110, -0.011
504, 0, 16.767, 0.98, 1, -89.6, -105.2, 661.5, 0.160, -0.108, -0.010
505, 0, 16.800, 0.98, 1, -89.4, -105.2, 660.4, 0.160, -0.108, -0.009
506, 0, 16.833, 0.98, 1, -89.5, -105.6, 661.0, 0.158, -0.109, -0.008
507, 0, 16.867, 0.98, 1, -89.4, -105.3, 659.3, 0.159, -0.105, -0.010
508, 0, 16.900, 0.98, 1, -89.2, -105.6, 659.6, 0.157, -0.106, -0.004
509, 0, 16.933, 0.98, 1, -89.0, -105.3, 657.5, 0.158, -0.107, -0.002
510, 0, 16.967, 0.98, 1, -88.8, -105.3, 656.0, 0.160, -0.111, 0.000
511, 0, 17.000, 0.98, 1, -88.8, -105.6, 656.2, 0.162, -0.112, 0.004
512, 0, 17.033, 0.98, 1, -88.9, -106.1, 657.1, 0.160, -0.115, 0.008
513, 0, 17.067, 0.98, 1, -88.8, -106.3, 657.1, 0.161, -0.116, 0.012
514, 0, 17.100, 0.98, 1, -88.4, -106.5, 656.0, 0.157, -0.118, 0.012
515, 0, 17.133, 0.98, 1, -88.2, -106.5, 655.4, 0.150, -0.116, 0.011
516, 0, 17.167, 0.98, 1, -88.2, -107.2, 654.9, 0.157, -0.114, 0.015
517, 0, 17.200, 0.98, 1, -88.0, -107.5, 653.4, 0.152, -0.111, 0.017
518, 0, 17.233, 0.98, 1, -88.4, -108.4, 655.4, 0.151, -0.107, 0.014
519, 0, 17.267, 0.98, 1, -88.4, -108.5, 654.2, 0.154, -0.106, 0.017
520, 0, 17.300, 0.98, 1, -88.6, -108.8, 654.9, 0.150, -0.105, 0.020
521, 0, 17.333, 0.98, 1, -88.9, -109.1, 656.1, 0.150, -0.105, 0.020
522, 0, 17.367, 0.98, 1, -89.2, -109.0, 656.2, 0.152, -0.100, 0.020
523, 0, 17.400, 0.98, 1, -89.3, -109.0, 656.6, 0.152, -0.102, 0.020
524, 0, 17.433, 0.98, 1, -89.4, -109.0, 657.5, 0.153, -0.101, 0.020
525, 0, 17.467, 0.98, 1, -89.3, -108.8, 656.9, 0.151, -0.104, 0.021
526, 0, 17.500, 0.98, 1, -89.5, -108.7, 657.4, 0.154, -0.104, 0.020
527, 0, 17.533, 0.98, 1, -89.6, -108.5, 657.5, 0.154, -0.102, 0.024
528, 0, 17.567, 0.98, 1, -89.6, -107.8, 656.7, 0.149, -0.108, 0.025
529, 0, 17.600, 0.98, 1, -89.5, -106.8, 655.9, 0.151, -0.109, 0.024
530, 0, 17.633, 0.98, 1, -89.5, -106.4, 656.5, 0.153, -0.110, 0.019
531, 0, 17.667, 0.98, 1, -89.5, -106.2, 656.1, 0.152, -0.112, 0.017
532, 0, 17.700, 0.98, 1, -89.4, -106.1, 655.7, 0.150, -0.111, 0.015
533, 0, 17.733, 0.98, 1, -89.3, -106.0, 654.5, 0.147, -0.110, 0.013
534, 0, 17.767, 0.98, 1, -89.4, -106.3, 654.0, 0.143, -0.106, 0.006
535, 0, 17.800, 0.98, 1, -89.2, -106.2, 653.0, 0.140, -0.103, 0.004
536, 0, 17.833, 0.98, 1, -89.3, -106.3, 653.2, 0.141, -0.101, 0.004
537, 0, 17.867, 0.98, 1, -89.4, -106.4, 653.9, 0.141, -0.102, 0.004
538, 0, 17.900, 0.98, 1, -89.1, -106.2, 653.2, 0.146, -0.109, -0.000
539, 0, 17.933, 0.98, 1, -89.0, -106.0, 653.5, 0.151, -0.112, -0.002
540, 0, 17.967, 0.98, 1, -89.0, -105.6, 654.0, 0.145, -0.108, -0.008
541, 0, 18.000, 0.98, 1, -88.7, -105.3, 653.0, 0.143, -0.106, -0.010
542, 0, 18.033, 0.98, 1, -88.6, -105.1, 653.4, 0.149, -0.106, -0.012
543, 0, 18.067, 0.98, 1, -88.2, -104.8, 652.1, 0.152, -0.107, -0.013
544, 0, 18.100, 0.98, 1, -88.0, -104.8, 652.7, 0.156, -0.115, -0.013
545, 0, 18.133, 0.98, 1, -87.8, -104.6, 651.4, 0.158, -0.111, -0.014
546, 0, 18.167, 0.98, 1, -87.4, -104.3, 650.6, 0.155, -0.111, -0.011
547, 0, 18.200, 0.98, 1, -87.3, -104.6, 652.3, 0.160, -0.112, -0.009
548, 0, 18.233, 0.98, 1, -86.9, -104.5, 651.7, 0.155, -0.112, -0.009
549, 0, 18.267, 0.98, 1, -86.6, -104.2, 650.3, 0.154, -0.112, -0.011
550, 0, 18.300, 0.98, 1, -86.4, -104.4, 651.3, 0.151, -0.114, -0.012
551, 0, 18.333, 0.98, 1, -86.2, -104.4, 651.4, 0.155, -0.113, -0.012
552, 0, 18.367, 0.98, 1, -86.2, -104.4, 651.3, 0.155, -0.113, -0.012
553, 0, 18.400, 0.98, 1, -86.2, -104.4, 651.4, 0.156, -0.113, -0.012
554, 0, 18.433, 0.98, 1, -86.2, -104.4, 651.3, 0.155, -0.113, -0.012
555, 0, 18.467, 0.98, 1, -86.2, -104.3, 651.1, 0.155, -0.113, -0.012
556, 0, 18.500, 0.98, 1, -86.2, -104.3, 651.1, 0.155, -0.113, -0.012
557, 0, 18.533, 0.98, 1, -86.2, -104.3, 651.0, 0.153, -0.112, -0.013
558, 0, 18.567, 0.98, 1, -86.2, -104.3, 651.3, 0.152, -0.113, -0.013
559, 0, 18.600, 0.98, 1, -86.2, -104.3, 651.2, 0.152, -0.113, -0.013
560, 0, 18.633, 0.98, 1, -86.2, -104.3, 651.2, 0.153, -0.112, -0.013
561, 0, 18.667, 0.98, 1, -86.1, -104.4, 651.3, 0.154, -0.109, -0.011
562, 0, 18.700, 0.98, 1, -86.0, -104.4, 651.0, 0.157, -0.107, -0.013
563, 0, 18.733, 0.98, 1, -85.7, -104.6, 651.3, 0.157, -0.110, -0.010
564, 0, 18.767, 0.98, 1, -85.3, -104.3, 649.6, 0.154, -0.110, -0.009
565, 0, 18.800, 0.98, 1, -85.0, -104.8, 652.2, 0.157, -0.112, -0.008
566, 0, 18.833, 0.98, 1, -84.5, -104.4, 650.0, 0.155, -0.111, -0.008
567, 0, 18.867, 0.98, 1, -84.2, -104.4, 650.3, 0.156, -0.110, -0.005
568, 0, 18.900, 0.98, 1, -83.8, -104.3, 649.4, 0.157, -0.111, -0.007
569, 0, 18.933, 0.98, 1, -83.4, -104.5, 650.1, 0.157, -0.111, -0.001
570, 0, 18.967, 0.98, 1, -83.5, -104.9, 652.2, 0.156, -0.108, 0.000
571, 0, 19.000, 0.98, 1, -82.9, -105.1, 652.8, 0.153, -0.110, -0.000
572, 0, 19.033, 0.98, 1, -82.6, -105.0, 652.2, 0.153, -0.109, 0.002
